Industry,Employees,Cloud_Usage,Firewall_Installed,EDR_Installed,SIEM_Installed,MFA_Enabled,DLP_Enabled,Compliance_Requirement,Main_Threat_Concern,Security_Budget,Risk_Level,Recommended_Solution
Transportation,500,High,No,Yes,No,No,No,ISO27001,API Attack,Very Low,Critical,Attack Surface Management
Healthcare,500,None,No,No,Yes,Yes,No,NIST,Web Application Attack,Medium,Medium,Vulnerability Management
Real Estate,100,Medium,Yes,No,No,Yes,No,SOC2,IoT Attack,High,High,CASB
Logistics,500,Very High,Yes,No,Yes,Yes,No,SOX,Phishing,High,High,Email Security Gateway
Hospitality,100,Very High,No,No,No,Yes,Yes,FedRAMP,Phishing,Very Low,Low,Email Security Gateway
Banking,500,Low,Yes,No,Yes,Yes,No,PCI-DSS,Ransomware,Low,Critical,CASB
E-Commerce,10000,Very High,Yes,No,Yes,Yes,Yes,CCPA,Cloud Security,Very Low,Medium,Data Encryption Platform
Transportation,250,None,Yes,No,No,No,Yes,NERC-CIP,Credential Theft,High,Medium,PAM
Technology,500,Very High,Yes,No,No,Yes,No,COBIT,Cloud Security,Enterprise,High,EDR Platform
Banking,1000,None,No,No,No,Yes,Yes,IEC62443,Cloud Security,Very Low,Critical,Cloud Security Platform
Technology,100,Medium,Yes,Yes,No,Yes,No,CMMC,Malware,Enterprise,Medium,IAM
E-Commerce,500,Very High,No,No,Yes,Yes,No,ISO27001,API Attack,Enterprise,Medium,Threat Intelligence Platform
Logistics,250,Medium,No,No,No,No,Yes,CCPA,Privilege Escalation,Enterprise,High,WAF
Insurance,50,Very High,No,No,No,Yes,No,CMMC,Insider Threat,Very Low,Critical,Vulnerability Management
Pharmaceutical,2500,Medium,No,No,No,Yes,No,CMMC,Nation-State Attack,Low,High,SIEM Solution
Media,2500,Very High,No,Yes,Yes,Yes,Yes,CMMC,Credential Theft,Enterprise,Medium,Vulnerability Management
Logistics,100,None,No,Yes,No,Yes,Yes,HITRUST,Malware,Very Low,Medium,Threat Intelligence Platform
Defense,250,Medium,No,No,Yes,No,No,COBIT,Privilege Escalation,Enterprise,Medium,Vulnerability Management
Healthcare,2500,Very High,Yes,Yes,Yes,Yes,Yes,NERC-CIP,DDoS,Low,Critical,Cloud Security Platform
Finance,10000,Medium,Yes,Yes,No,Yes,Yes,GDPR,IoT Attack,High,Medium,SIEM Solution
Retail,500,Medium,Yes,No,No,No,No,FedRAMP,Data Breach,Very Low,Medium,MDR Service
E-Commerce,5000,Very High,No,Yes,Yes,No,No,NERC-CIP,Malware,Very Low,Medium,SOC-as-a-Service
Oil & Gas,1000,High,No,Yes,No,Yes,Yes,IEC62443,IoT Attack,Very Low,Medium,Security Awareness Training
Defense,2500,Low,Yes,Yes,No,Yes,Yes,ISO27001,APT,Low,Critical,Attack Surface Management
Healthcare,10000,None,Yes,No,No,No,No,HITRUST,Privilege Escalation,Very Low,Low,Data Encryption Platform
Retail,100,High,Yes,Yes,No,No,No,GDPR,Phishing,Low,Low,Cloud Security Platform
Pharmaceutical,5000,None,Yes,Yes,Yes,No,No,ISO27001,OT Attack,Low,Medium,DLP Solution
Oil & Gas,250,Very High,No,Yes,No,Yes,No,PCI-DSS,Phishing,Medium,Medium,EDR Platform
Banking,1000,None,Yes,No,No,Yes,No,HIPAA,Insider Threat,High,Medium,EDR Platform
Insurance,1000,Very High,Yes,No,Yes,Yes,No,NERC-CIP,Nation-State Attack,Very Low,High,Attack Surface Management
Defense,2500,High,Yes,Yes,No,Yes,No,HIPAA,Privilege Escalation,Low,Low,Security Awareness Training
Healthcare,10000,High,Yes,Yes,Yes,Yes,Yes,FedRAMP,Cryptojacking,High,Medium,SIEM Solution
Telecommunications,250,None,Yes,No,No,No,No,CMMC,OT Attack,Very Low,Medium,NAC
Transportation,500,Very High,No,Yes,Yes,Yes,Yes,HIPAA,Business Email Compromise,Medium,Low,NAC
Real Estate,100,Medium,Yes,No,Yes,Yes,No,GDPR,APT,Medium,Low,XDR Platform
Media,10000,Low,Yes,No,Yes,No,No,IEC62443,Zero-Day Exploit,Medium,Low,EDR Platform
Real Estate,250,High,No,Yes,No,Yes,No,NERC-CIP,Web Application Attack,Very Low,Medium,EDR Platform
Oil & Gas,250,Low,Yes,Yes,Yes,Yes,No,IEC62443,Shadow IT,Very Low,Critical,DLP Solution
Logistics,10000,Medium,No,No,No,No,No,SOC2,API Attack,Low,Critical,MDR Service
Hospitality,250,High,No,Yes,No,Yes,Yes,COBIT,IoT Attack,High,High,XDR Platform
Hospitality,1000,Very High,No,No,Yes,Yes,No,CCPA,Cryptojacking,Very Low,High,PAM
Banking,2500,High,Yes,No,No,No,Yes,HITRUST,APT,Enterprise,High,MDR Service
Telecommunications,500,Medium,No,Yes,Yes,No,Yes,GDPR,Malware,High,Critical,PAM
Transportation,250,Low,No,No,Yes,No,Yes,NIST,APT,High,Medium,Threat Intelligence Platform
Media,100,Low,No,Yes,No,Yes,No,SOX,API Attack,Enterprise,Medium,NAC
Pharmaceutical,500,Medium,No,Yes,No,Yes,No,COBIT,Web Application Attack,Enterprise,Low,WAF
Technology,50,High,No,Yes,Yes,No,No,FISMA,Malware,Medium,High,Vulnerability Management
Banking,100,Low,No,Yes,Yes,Yes,Yes,HIPAA,API Attack,Medium,High,Vulnerability Management
Logistics,500,Low,No,No,Yes,No,No,ISO27001,Cloud Security,Enterprise,Critical,XDR Platform
Logistics,5000,None,No,Yes,Yes,Yes,Yes,HIPAA,Credential Theft,Low,Critical,NAC
Healthcare,2500,Medium,Yes,Yes,Yes,No,No,GDPR,Ransomware,High,Critical,SOC-as-a-Service
Healthcare,500,High,No,Yes,No,Yes,Yes,HITRUST,OT Attack,Low,Critical,Threat Intelligence Platform
Logistics,500,None,Yes,No,Yes,No,No,GDPR,Web Application Attack,Very Low,High,XDR Platform
Technology,50,Low,No,No,Yes,No,No,CCPA,Phishing,Medium,Critical,CASB
Retail,5000,Low,No,No,Yes,No,Yes,NERC-CIP,IoT Attack,Medium,Critical,MDR Service
Healthcare,100,Very High,Yes,No,Yes,No,No,IEC62443,IoT Attack,Very Low,Medium,SIEM Solution
Logistics,250,Very High,Yes,Yes,No,Yes,No,COBIT,IoT Attack,High,Critical,ZTNA Solution
Defense,2500,Medium,Yes,Yes,Yes,No,Yes,HIPAA,Cryptojacking,Low,Critical,Security Awareness Training
Pharmaceutical,500,Medium,Yes,No,No,Yes,No,CCPA,Nation-State Attack,Very Low,High,XDR Platform
Retail,5000,Very High,No,Yes,Yes,Yes,No,FedRAMP,Ransomware,Medium,Medium,WAF
Banking,250,Medium,No,Yes,Yes,Yes,No,HIPAA,Shadow IT,Enterprise,Critical,MDR Service
Defense,100,None,Yes,No,No,Yes,No,NIST,Insider Threat,High,High,SOC-as-a-Service
Oil & Gas,5000,Very High,Yes,Yes,No,Yes,Yes,FISMA,OT Attack,Medium,High,Data Encryption Platform
Education,100,Low,No,No,Yes,No,Yes,NERC-CIP,DDoS,Enterprise,Low,MDR Service
Education,500,None,No,No,Yes,No,No,SOX,Shadow IT,Very Low,High,SIEM Solution
Insurance,5000,Low,No,No,No,Yes,No,HITRUST,OT Attack,Enterprise,High,Security Awareness Training
Energy,100,Low,No,No,No,Yes,No,PCI-DSS,API Attack,Very Low,Low,EDR Platform
Telecommunications,5000,Low,No,No,No,Yes,Yes,COBIT,Cryptojacking,Low,Medium,IAM
Media,100,High,No,Yes,Yes,No,No,SOC2,IoT Attack,Low,High,IAM
Media,250,Very High,Yes,Yes,Yes,Yes,No,CMMC,Web Application Attack,High,Low,EDR Platform
Logistics,2500,High,Yes,Yes,No,No,No,SOX,Phishing,Very Low,High,Data Encryption Platform
Healthcare,5000,High,Yes,Yes,Yes,Yes,Yes,GDPR,Credential Theft,Low,High,ZTNA Solution
Logistics,2500,Medium,No,No,No,No,Yes,ISO27001,Business Email Compromise,Medium,Medium,CASB
Media,5000,Low,Yes,No,No,No,Yes,ISO27001,APT,Medium,Medium,SIEM Solution
Technology,250,Low,No,Yes,Yes,No,Yes,COBIT,API Attack,High,Critical,IAM
Healthcare,50,Very High,No,No,Yes,No,Yes,SOC2,Privilege Escalation,Low,Medium,PAM
E-Commerce,1000,Very High,No,Yes,Yes,No,No,CMMC,DDoS,Enterprise,Low,SIEM Solution
Education,1000,Very High,No,No,No,No,Yes,SOC2,Ransomware,High,High,MDR Service
Education,500,Medium,No,Yes,Yes,Yes,No,HITRUST,Ransomware,High,Medium,EDR Platform
Transportation,1000,High,Yes,No,No,No,Yes,HITRUST,Ransomware,Enterprise,Critical,Email Security Gateway
Hospitality,10000,Very High,Yes,Yes,Yes,No,Yes,SOX,Cryptojacking,Very Low,Critical,Cloud Security Platform
Retail,100,None,Yes,Yes,No,Yes,No,CCPA,Insider Threat,Medium,Low,Email Security Gateway
Government,250,Low,Yes,Yes,No,Yes,Yes,COBIT,APT,Medium,Low,EDR Platform
Defense,5000,None,Yes,Yes,No,Yes,Yes,SOX,Malware,Very Low,High,Cloud Security Platform
Technology,2500,Low,No,Yes,No,Yes,No,HIPAA,Cloud Security,Very Low,High,Data Encryption Platform
Insurance,500,Very High,No,No,Yes,Yes,No,CCPA,OT Attack,High,Low,Email Security Gateway
Oil & Gas,2500,Medium,Yes,No,Yes,Yes,No,FISMA,Business Email Compromise,Low,Medium,Vulnerability Management
Real Estate,100,High,No,Yes,Yes,Yes,No,COBIT,OT Attack,Enterprise,Low,ZTNA Solution
Healthcare,1000,High,No,Yes,No,No,Yes,FedRAMP,Nation-State Attack,High,High,DLP Solution
Education,100,Very High,Yes,Yes,Yes,No,Yes,COBIT,OT Attack,Enterprise,High,Data Encryption Platform
Oil & Gas,250,Very High,Yes,Yes,Yes,Yes,No,ISO27001,Nation-State Attack,Very Low,Low,Vulnerability Management
Healthcare,2500,Medium,No,No,No,Yes,No,FedRAMP,Cryptojacking,High,Critical,DLP Solution
Finance,100,High,Yes,Yes,No,No,Yes,HITRUST,API Attack,Very Low,Low,NAC
Education,100,Medium,No,Yes,Yes,Yes,No,GDPR,APT,Medium,Medium,CASB
Logistics,5000,None,No,No,Yes,Yes,No,FedRAMP,Cryptojacking,Low,Medium,Email Security Gateway
Real Estate,1000,Very High,No,No,No,No,Yes,NERC-CIP,Privilege Escalation,High,High,Vulnerability Management
Banking,10000,None,No,Yes,Yes,Yes,No,HITRUST,IoT Attack,High,High,MDR Service
Transportation,100,Low,No,No,No,No,No,HIPAA,Zero-Day Exploit,Very Low,Medium,IAM
Defense,100,Very High,No,No,No,No,No,FISMA,Insider Threat,Very Low,High,Email Security Gateway
Logistics,2500,Very High,Yes,No,Yes,Yes,No,GDPR,Shadow IT,Enterprise,Critical,Vulnerability Management
Telecommunications,250,None,Yes,No,Yes,No,Yes,COBIT,Supply Chain Attack,Low,High,WAF
Government,500,Medium,No,No,No,Yes,No,FISMA,Cryptojacking,Medium,Critical,CASB
Pharmaceutical,1000,High,Yes,No,No,Yes,Yes,HIPAA,APT,Low,High,MDR Service
Technology,5000,None,Yes,Yes,Yes,Yes,No,GDPR,DDoS,Very Low,Low,Data Encryption Platform
Technology,100,Low,No,No,Yes,No,No,FISMA,Business Email Compromise,Enterprise,Medium,Cloud Security Platform
Finance,1000,Low,Yes,No,No,Yes,Yes,PCI-DSS,Phishing,High,High,MDR Service
Pharmaceutical,100,Low,Yes,Yes,No,No,Yes,PCI-DSS,APT,Low,Low,IAM
Insurance,500,None,No,Yes,Yes,No,No,ISO27001,OT Attack,Medium,High,Vulnerability Management
E-Commerce,1000,Medium,No,No,No,No,Yes,CMMC,Cryptojacking,Low,High,WAF
Transportation,500,Very High,Yes,Yes,Yes,No,No,FedRAMP,DDoS,High,Critical,IAM
Education,250,Medium,No,Yes,Yes,Yes,No,NERC-CIP,Supply Chain Attack,Low,Medium,Email Security Gateway
Transportation,10000,High,Yes,No,No,No,Yes,GDPR,Cryptojacking,High,High,IAM
Defense,100,Very High,Yes,No,No,Yes,No,FedRAMP,APT,Low,Critical,CASB
Real Estate,250,Low,No,Yes,No,Yes,No,HIPAA,API Attack,Enterprise,Critical,Email Security Gateway
Real Estate,5000,Low,Yes,No,No,No,No,HIPAA,APT,Medium,Low,SIEM Solution
Retail,50,None,No,No,Yes,Yes,Yes,HITRUST,Shadow IT,Enterprise,Medium,Security Awareness Training
Energy,2500,Very High,No,No,No,No,No,ISO27001,Ransomware,Medium,Critical,XDR Platform
Defense,5000,Very High,Yes,No,Yes,No,No,HIPAA,Phishing,Medium,Medium,CASB
Insurance,500,None,Yes,No,No,Yes,No,CMMC,Supply Chain Attack,High,Low,XDR Platform
Education,50,Low,Yes,Yes,Yes,No,Yes,SOC2,Phishing,Medium,Critical,WAF
Media,500,Low,Yes,No,No,Yes,Yes,FISMA,Business Email Compromise,Low,Critical,NAC
Banking,100,None,No,Yes,Yes,No,Yes,NIST,Shadow IT,Medium,High,Cloud Security Platform
E-Commerce,500,None,Yes,No,No,No,No,CMMC,OT Attack,Enterprise,High,WAF
Government,10000,Very High,No,Yes,Yes,No,Yes,PCI-DSS,Phishing,Very Low,Low,DLP Solution
Healthcare,2500,Medium,No,Yes,Yes,No,Yes,SOX,Data Breach,Very Low,Critical,Threat Intelligence Platform
Oil & Gas,250,Medium,Yes,No,Yes,No,No,FISMA,API Attack,Medium,Low,Threat Intelligence Platform
Defense,2500,Medium,No,No,No,No,Yes,NIST,Business Email Compromise,Low,Critical,Attack Surface Management
Transportation,50,High,No,Yes,No,No,Yes,FedRAMP,Data Breach,High,High,CASB
Transportation,100,Medium,Yes,No,Yes,Yes,No,HITRUST,DDoS,Very Low,Critical,XDR Platform
Hospitality,5000,None,No,Yes,No,Yes,No,CMMC,API Attack,Very Low,Critical,XDR Platform
Oil & Gas,10000,Very High,Yes,No,Yes,No,No,CMMC,Phishing,High,Medium,NAC
Transportation,50,Medium,No,Yes,Yes,Yes,Yes,IEC62443,Data Breach,High,Critical,ZTNA Solution
Hospitality,1000,Very High,Yes,No,No,No,Yes,HITRUST,OT Attack,Medium,Critical,Email Security Gateway
Retail,5000,Low,No,No,No,Yes,No,IEC62443,Cryptojacking,High,Medium,Email Security Gateway
Oil & Gas,50,High,No,Yes,Yes,Yes,No,PCI-DSS,Insider Threat,Very Low,Low,IAM
Banking,10000,Very High,No,No,Yes,Yes,Yes,NERC-CIP,Insider Threat,Very Low,High,Ransomware Protection
Media,100,High,Yes,No,No,No,Yes,FISMA,Data Breach,Low,Medium,Email Security Gateway
Retail,1000,Very High,No,Yes,No,No,Yes,NIST,Business Email Compromise,Medium,Medium,Threat Intelligence Platform
Government,500,None,No,No,Yes,Yes,No,NIST,Zero-Day Exploit,High,Medium,XDR Platform
Banking,500,Low,Yes,No,No,Yes,Yes,GDPR,Data Breach,High,High,Email Security Gateway
Transportation,2500,None,Yes,Yes,Yes,No,No,PCI-DSS,Zero-Day Exploit,Enterprise,Critical,Security Awareness Training
Government,10000,None,Yes,No,Yes,No,No,ISO27001,Nation-State Attack,Very Low,Critical,PAM
Real Estate,500,Medium,No,No,Yes,Yes,Yes,ISO27001,IoT Attack,High,Critical,MDR Service
Insurance,1000,Low,No,No,No,No,No,GDPR,API Attack,Very Low,Critical,Data Encryption Platform
Manufacturing,500,Medium,No,Yes,No,Yes,Yes,CMMC,Zero-Day Exploit,Enterprise,Critical,XDR Platform
Hospitality,1000,Low,Yes,No,Yes,No,No,CCPA,Phishing,Medium,High,Threat Intelligence Platform
Government,100,Low,No,No,Yes,Yes,No,GDPR,DDoS,High,Critical,NAC
Government,50,Very High,No,Yes,Yes,No,No,ISO27001,APT,Low,Critical,Attack Surface Management
Finance,2500,High,No,Yes,Yes,Yes,No,NERC-CIP,Data Breach,Medium,High,PAM
Hospitality,5000,Low,No,No,No,Yes,Yes,PCI-DSS,Credential Theft,High,High,NAC
Technology,1000,Very High,No,Yes,No,Yes,Yes,CMMC,Privilege Escalation,Medium,Medium,WAF
Insurance,5000,High,No,Yes,Yes,No,No,ISO27001,Cloud Security,Medium,High,Cloud Security Platform
Energy,100,High,No,Yes,Yes,No,Yes,NERC-CIP,Supply Chain Attack,Enterprise,Low,MDR Service
Finance,10000,Medium,No,Yes,No,No,Yes,SOX,DDoS,Low,Critical,Ransomware Protection
Energy,1000,High,Yes,Yes,No,Yes,No,SOX,Phishing,Low,High,Cloud Security Platform
Government,2500,None,Yes,No,No,Yes,No,CMMC,Supply Chain Attack,Medium,Medium,IAM
Defense,500,Medium,Yes,No,No,No,Yes,IEC62443,Cloud Security,Enterprise,Medium,Email Security Gateway
Pharmaceutical,1000,None,Yes,Yes,No,No,Yes,FISMA,API Attack,Very Low,Medium,Email Security Gateway
Pharmaceutical,2500,Medium,Yes,Yes,Yes,Yes,No,PCI-DSS,Credential Theft,Enterprise,Medium,Email Security Gateway
Transportation,250,High,Yes,Yes,Yes,Yes,Yes,NERC-CIP,Cloud Security,Enterprise,Low,NAC
Oil & Gas,250,Very High,No,Yes,Yes,No,Yes,FISMA,Business Email Compromise,Very Low,Low,PAM
Media,10000,Medium,No,No,Yes,Yes,No,COBIT,API Attack,Enterprise,High,ZTNA Solution
Media,2500,High,Yes,Yes,Yes,Yes,No,NIST,Shadow IT,Very Low,Critical,Security Awareness Training
Banking,1000,Medium,No,No,No,Yes,No,FedRAMP,Cloud Security,Low,Medium,IAM
Logistics,100,Low,Yes,No,Yes,No,No,NIST,OT Attack,Medium,Low,Email Security Gateway
Real Estate,10000,Low,No,Yes,Yes,Yes,Yes,PCI-DSS,Ransomware,Low,Low,Cloud Security Platform
Retail,100,Medium,No,No,No,No,Yes,FISMA,Business Email Compromise,Low,High,ZTNA Solution
Real Estate,5000,Low,No,No,Yes,No,Yes,HITRUST,API Attack,High,Medium,ZTNA Solution
Insurance,100,Low,Yes,No,No,No,No,NERC-CIP,IoT Attack,Medium,Medium,Cloud Security Platform
Transportation,5000,None,Yes,No,Yes,No,No,NIST,Cryptojacking,Enterprise,High,Threat Intelligence Platform
Media,50,Low,No,No,Yes,No,No,FISMA,Nation-State Attack,Low,High,SOC-as-a-Service
Oil & Gas,5000,High,No,No,No,No,Yes,HITRUST,Credential Theft,High,High,IAM
Logistics,250,Low,No,Yes,Yes,No,Yes,NIST,Business Email Compromise,Low,Medium,Attack Surface Management
Manufacturing,50,High,No,Yes,No,Yes,No,SOC2,Shadow IT,High,Critical,DLP Solution
Manufacturing,2500,Very High,Yes,No,No,No,No,COBIT,Privilege Escalation,Medium,Critical,WAF
Logistics,5000,None,Yes,No,No,Yes,Yes,SOX,Shadow IT,Very Low,High,WAF
Retail,10000,Low,No,No,Yes,No,No,GDPR,Malware,Enterprise,High,CASB
Education,250,Very High,No,Yes,No,Yes,Yes,NERC-CIP,IoT Attack,Very Low,Low,CASB
Transportation,2500,None,Yes,No,Yes,Yes,Yes,IEC62443,APT,High,High,SIEM Solution
Insurance,100,Very High,No,No,No,No,Yes,SOX,Insider Threat,Very Low,Low,SIEM Solution
Pharmaceutical,500,None,Yes,No,No,Yes,No,HITRUST,APT,Very Low,High,XDR Platform
Technology,50,Medium,Yes,No,No,No,Yes,HIPAA,Cryptojacking,Enterprise,Low,Threat Intelligence Platform
Technology,2500,High,Yes,Yes,Yes,Yes,No,HITRUST,Web Application Attack,Medium,High,Threat Intelligence Platform
Transportation,100,Very High,Yes,Yes,No,Yes,Yes,FISMA,IoT Attack,Very Low,Medium,ZTNA Solution
Real Estate,2500,Medium,Yes,Yes,Yes,No,No,FISMA,Cryptojacking,Low,Critical,ZTNA Solution
Hospitality,1000,Low,Yes,Yes,Yes,No,No,COBIT,Ransomware,Medium,High,SOC-as-a-Service
Manufacturing,250,Low,No,Yes,No,No,No,HITRUST,Credential Theft,High,High,PAM
Logistics,250,None,Yes,Yes,Yes,No,Yes,SOX,Business Email Compromise,Enterprise,Medium,SOC-as-a-Service
Hospitality,500,Low,No,Yes,Yes,No,No,SOC2,Ransomware,Low,Medium,Security Awareness Training
Government,500,Low,No,No,Yes,No,No,PCI-DSS,OT Attack,Medium,Critical,Ransomware Protection
Real Estate,250,None,No,Yes,No,No,No,HITRUST,API Attack,Very Low,High,WAF
Oil & Gas,10000,Low,No,Yes,No,Yes,No,PCI-DSS,Credential Theft,Medium,High,Ransomware Protection
Media,5000,Low,No,No,Yes,Yes,No,SOC2,Supply Chain Attack,Very Low,Critical,Vulnerability Management
Telecommunications,5000,Very High,Yes,Yes,No,No,No,SOX,IoT Attack,Medium,Medium,Attack Surface Management
Real Estate,100,Low,No,No,Yes,No,Yes,CMMC,Cryptojacking,Medium,Medium,PAM
E-Commerce,2500,High,No,No,Yes,Yes,Yes,HIPAA,IoT Attack,Enterprise,Low,DLP Solution
Banking,10000,Medium,Yes,Yes,No,No,No,CCPA,Business Email Compromise,Very Low,High,EDR Platform
Banking,1000,None,Yes,No,Yes,No,Yes,FISMA,Web Application Attack,Low,Low,XDR Platform
Finance,1000,Very High,Yes,No,Yes,No,No,FISMA,Ransomware,Very Low,High,DLP Solution
Hospitality,5000,Very High,Yes,No,Yes,No,Yes,PCI-DSS,Web Application Attack,Low,Critical,CASB
Telecommunications,500,High,No,Yes,Yes,Yes,Yes,CCPA,Data Breach,Medium,Medium,ZTNA Solution
Education,10000,Very High,No,No,Yes,No,Yes,SOC2,Credential Theft,Low,Critical,Cloud Security Platform
Government,10000,Very High,No,No,No,No,Yes,FedRAMP,IoT Attack,Low,Medium,IAM
Retail,1000,Low,Yes,No,No,Yes,Yes,NERC-CIP,Data Breach,Enterprise,Low,NAC
Oil & Gas,10000,Low,Yes,Yes,Yes,No,No,CCPA,Nation-State Attack,Enterprise,Medium,IAM
Transportation,100,High,Yes,No,No,Yes,No,IEC62443,DDoS,Very Low,Medium,Data Encryption Platform
Retail,1000,None,No,No,No,No,No,SOX,Malware,Enterprise,Critical,Ransomware Protection
Finance,100,Low,Yes,Yes,Yes,No,No,COBIT,Malware,Low,High,ZTNA Solution
Government,250,High,No,No,Yes,Yes,Yes,SOX,Phishing,Very Low,Critical,SIEM Solution
Education,2500,None,Yes,Yes,No,Yes,No,GDPR,Web Application Attack,Low,High,EDR Platform
Oil & Gas,1000,Low,Yes,No,No,No,Yes,CMMC,API Attack,Enterprise,Critical,Vulnerability Management
Real Estate,100,None,Yes,No,Yes,No,No,ISO27001,Ransomware,Low,Critical,ZTNA Solution
E-Commerce,1000,Low,Yes,No,No,No,Yes,ISO27001,Business Email Compromise,Low,Critical,ZTNA Solution
Oil & Gas,5000,High,No,Yes,Yes,Yes,Yes,SOX,Web Application Attack,Medium,Low,MDR Service
Banking,1000,Low,Yes,Yes,No,Yes,No,IEC62443,Malware,Enterprise,High,PAM
Transportation,1000,Low,No,No,No,No,No,SOC2,Supply Chain Attack,Enterprise,Low,SOC-as-a-Service
Media,100,Medium,Yes,Yes,Yes,No,No,HIPAA,APT,Medium,High,CASB
Real Estate,500,High,No,No,No,Yes,Yes,PCI-DSS,APT,Medium,High,EDR Platform
Hospitality,2500,High,No,No,No,No,No,NERC-CIP,Insider Threat,Low,Critical,NAC
E-Commerce,1000,Very High,Yes,Yes,No,No,Yes,IEC62443,Privilege Escalation,Very Low,High,XDR Platform
Pharmaceutical,5000,Low,Yes,No,No,Yes,No,ISO27001,Malware,High,Critical,Threat Intelligence Platform
Hospitality,250,Medium,No,No,Yes,No,No,PCI-DSS,Malware,Enterprise,Critical,XDR Platform
Energy,1000,Very High,No,No,No,No,No,CCPA,Shadow IT,Medium,Low,Email Security Gateway
Defense,50,Low,Yes,No,Yes,Yes,Yes,HITRUST,OT Attack,Low,Critical,XDR Platform
Logistics,1000,Low,No,Yes,No,No,No,CCPA,Zero-Day Exploit,Enterprise,Medium,Data Encryption Platform
Government,100,High,Yes,Yes,No,No,No,NERC-CIP,Malware,Enterprise,Low,SIEM Solution
Logistics,250,None,No,Yes,Yes,No,No,FedRAMP,Zero-Day Exploit,High,High,IAM
Oil & Gas,10000,High,Yes,No,No,Yes,Yes,GDPR,Malware,Medium,High,WAF
Education,5000,High,Yes,Yes,No,Yes,Yes,NIST,Ransomware,Low,High,Security Awareness Training
Real Estate,10000,Very High,No,No,Yes,Yes,Yes,SOC2,Cryptojacking,Low,Medium,PAM
Healthcare,50,High,No,No,Yes,No,No,GDPR,APT,Medium,Critical,SIEM Solution
Manufacturing,250,Low,No,No,No,No,Yes,SOC2,Zero-Day Exploit,Low,Critical,XDR Platform
Insurance,5000,High,Yes,No,No,Yes,Yes,COBIT,OT Attack,Low,Medium,Cloud Security Platform
Telecommunications,50,Very High,No,Yes,Yes,No,No,SOX,Malware,Enterprise,High,EDR Platform
Retail,500,Low,Yes,No,No,Yes,No,SOX,API Attack,Medium,Medium,Email Security Gateway
Pharmaceutical,50,Very High,No,Yes,Yes,Yes,Yes,GDPR,Shadow IT,Enterprise,Medium,IAM
E-Commerce,250,Very High,No,Yes,Yes,Yes,No,CMMC,Shadow IT,Medium,Medium,DLP Solution
E-Commerce,50,None,No,No,Yes,No,Yes,ISO27001,Shadow IT,Enterprise,Low,Vulnerability Management
Insurance,50,None,No,No,No,Yes,No,NERC-CIP,Business Email Compromise,Medium,Low,XDR Platform
Banking,1000,None,No,Yes,No,No,Yes,COBIT,Insider Threat,High,High,Ransomware Protection
Media,50,Very High,No,No,No,Yes,Yes,CMMC,Cloud Security,Enterprise,High,WAF
Oil & Gas,50,Medium,Yes,No,Yes,No,No,CMMC,Nation-State Attack,Low,High,PAM
Media,100,Low,Yes,No,Yes,Yes,Yes,ISO27001,Cryptojacking,Enterprise,High,Vulnerability Management
Telecommunications,1000,High,No,Yes,Yes,Yes,No,CMMC,OT Attack,Very Low,Low,SIEM Solution
Real Estate,5000,Low,No,No,No,No,Yes,IEC62443,Data Breach,Low,Medium,Vulnerability Management
Hospitality,100,None,No,Yes,No,No,Yes,FISMA,Web Application Attack,Very Low,Critical,Threat Intelligence Platform
Energy,50,Very High,No,Yes,No,No,No,FISMA,Malware,Enterprise,Medium,EDR Platform
Education,5000,Medium,No,No,No,Yes,No,COBIT,OT Attack,High,Low,Ransomware Protection
Finance,250,Very High,Yes,No,Yes,Yes,No,FISMA,Cryptojacking,Medium,Low,MDR Service
Hospitality,250,Low,Yes,No,Yes,No,No,COBIT,Malware,Very Low,Critical,SIEM Solution
Transportation,5000,None,No,Yes,No,No,Yes,FedRAMP,DDoS,High,Medium,Threat Intelligence Platform
